TOA5,43467,CR800,43467,CR800.Std.32.02,CPU:AWI_V2.1_Katrin.CR8,5929,OperatorView,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Counter,DepthCm,BattVolts,latitude_a,latitude_b,Longitude_a,Longitude_b,fix_quality,nmbr_satellites,HDOP,altitudeB,DepthVolts,LatitudeDDDDD,LongitudeDDDDD,month,dayofmonth,hourofday,minutes,seconds,microseconds
TS,RN,,,,degrees,minutes,degrees,minutes,unitless,,,,,,,,,,,,
,,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp
2019-12-19 06:37:55.57,9282,100167,21.72,12.61,86,40.9103,112,53.1399,1,11,0.7,0.6,1.396,0.6818383,0.885665,12,19,6,37,54,890000
2019-12-19 06:37:59.65,9283,100168,23.82,12.61,86,40.911,112,53.1415,1,11,0.7,0.7,1.531,0.68185,0.8856917,12,19,6,37,58,970000
2019-12-19 06:38:03.66,9284,100169,20.07,12.6,86,40.912,112,53.1479,1,11,0.7,0.7,1.29,0.6818666,0.8857983,12,19,6,38,2,980000
2019-12-19 06:38:07.78,9285,100170,30.99,12.6,86,40.9128,112,53.1545,1,11,0.7,0.6,1.99,0.68188,0.8859083,12,19,6,38,7,100000
2019-12-19 06:38:12.19,9286,100171,20.36,12.61,86,40.9141,112,53.1617,1,11,0.7,0.4,1.309,0.6819017,0.8860283,12,19,6,38,11,510000
2019-12-19 06:38:16.27,9287,100172,21.61,12.61,86,40.915,112,53.1644,1,11,0.7,0.4,1.389,0.6819166,0.8860733,12,19,6,38,15,590000
2019-12-19 06:38:20.44,9288,100173,17.91,12.61,86,40.9159,112,53.1685,1,11,0.7,0.3,1.152,0.6819317,0.8861417,12,19,6,38,19,760000
2019-12-19 06:38:24.69,9289,100174,18.02,12.6,86,40.9168,112,53.1726,1,11,0.7,0.3,1.159,0.6819467,0.88621,12,19,6,38,24,10000
2019-12-19 06:38:29.1,9290,100175,18.82,12.6,86,40.9179,112,53.1811,1,11,0.7,0.4,1.21,0.681965,0.8863517,12,19,6,38,28,410000
2019-12-19 06:38:33.48,9291,100176,44.18,12.6,86,40.9188,112,53.185,1,11,0.7,0.3,2.836,0.68198,0.8864166,12,19,6,38,32,800000
2019-12-19 06:38:37.8,9292,100177,13.13,12.6,86,40.9194,112,53.1896,1,11,0.7,0.3,0.846,0.68199,0.8864934,12,19,6,38,37,120000
2019-12-19 06:38:42,9293,100178,24.22,12.6,86,40.9203,112,53.192,1,11,0.7,0.4,1.557,0.682005,0.8865334,12,19,6,38,41,320000
2019-12-19 06:38:46.11,9294,100179,17.23,12.6,86,40.921,112,53.195,1,11,0.7,0.3,1.108,0.6820166,0.8865834,12,19,6,38,45,430000
2019-12-19 06:38:50.39,9295,100180,18.71,12.6,86,40.9217,112,53.1997,1,11,0.7,0.3,1.203,0.6820283,0.8866617,12,19,6,38,49,710000
2019-12-19 06:38:54.73,9296,100181,17.91,12.6,86,40.9225,112,53.2056,1,11,0.7,0.5,1.152,0.6820417,0.88676,12,19,6,38,54,50000
2019-12-19 06:38:59.12,9297,100182,20.98,12.6,86,40.9235,112,53.2144,1,11,0.7,0.4,1.349,0.6820583,0.8869067,12,19,6,38,58,440000
2019-12-19 06:39:03.19,9298,100183,19.73,12.6,86,40.9243,112,53.2223,1,11,0.7,0.4,1.269,0.6820717,0.8870383,12,19,6,39,2,510000
2019-12-19 06:39:07.44,9299,100184,21.83,12.6,86,40.9252,112,53.23,1,11,0.7,0.3,1.403,0.6820867,0.8871666,12,19,6,39,6,760000
2019-12-19 06:39:11.84,9300,100185,17.8,12.6,86,40.9259,112,53.2357,1,11,0.7,0.2,1.145,0.6820983,0.8872616,12,19,6,39,11,160000
2019-12-19 06:39:18.92,9301,100186,29.68,12.6,86,40.927,112,53.244,1,11,0.7,0.2,1.907,0.6821166,0.8874,12,19,6,39,18,240000
2019-12-19 06:39:23.38,9302,100187,26.21,12.59,86,40.9278,112,53.2503,1,11,0.7,0.1,1.684,0.68213,0.887505,12,19,6,39,22,700000
2019-12-19 06:39:27.73,9303,100188,48.33,12.6,86,40.9285,112,53.2549,1,11,0.7,0,3.102,0.6821417,0.8875817,12,19,6,39,27,50000
2019-12-19 06:39:31.95,9304,100189,37.93,12.6,86,40.9293,112,53.262,1,11,0.7,-0.1,2.435,0.682155,0.8877,12,19,6,39,31,270000
2019-12-19 06:39:36.4,9305,100190,38.89,12.6,86,40.9301,112,53.2664,1,11,0.7,-0.3,2.497,0.6821683,0.8877734,12,19,6,39,35,720000
2019-12-19 06:39:40.98,9306,100191,44.07,12.59,86,40.9309,112,53.2718,1,11,0.7,-0.3,2.829,0.6821817,0.8878634,12,19,6,39,40,300000
2019-12-19 06:41:03.29,9308,100193,27.12,12.59,86,40.931,112,53.2574,1,11,0.7,-0.5,1.742,0.6821834,0.8876234,12,19,6,41,2,600000
2019-12-19 06:41:09.06,9309,100194,25.87,12.59,86,40.9315,112,53.2614,1,11,0.7,-0.5,1.662,0.6821917,0.8876899,12,19,6,41,8,380000
2019-12-19 06:41:13.02,9310,100195,18.08,12.59,86,40.9324,112,53.2663,1,11,0.7,-0.6,1.163,0.6822067,0.8877717,12,19,6,41,12,340000
2019-12-19 06:41:16.77,9311,100196,19.96,12.59,86,40.933,112,53.2692,1,11,0.7,-0.7,1.283,0.6822166,0.88782,12,19,6,41,16,90000
2019-12-19 06:41:20.67,9312,100197,19.16,12.59,86,40.9339,112,53.2772,1,11,0.7,-0.9,1.232,0.6822317,0.8879534,12,19,6,41,19,990000
2019-12-19 06:41:24.51,9313,100198,18.54,12.59,86,40.9347,112,53.2858,1,11,0.7,-1,1.192,0.682245,0.8880967,12,19,6,41,23,830000
2019-12-19 06:41:28.49,9314,100199,20.7,12.59,86,40.9355,112,53.2934,1,11,0.7,-1,1.331,0.6822584,0.8882234,12,19,6,41,27,810000
2019-12-19 06:41:32.55,9315,100200,18.37,12.58,86,40.9363,112,53.2996,1,11,0.7,-1.1,1.181,0.6822717,0.8883266,12,19,6,41,31,870000
2019-12-19 06:41:36.5,9316,100201,17.46,12.58,86,40.9372,112,53.3068,1,11,0.7,-1.2,1.123,0.6822866,0.8884467,12,19,6,41,35,820000
2019-12-19 06:41:40.37,9317,100202,17,12.59,86,40.9381,112,53.3105,1,11,0.7,-1.2,1.094,0.6823017,0.8885084,12,19,6,41,39,680000
2019-12-19 06:41:44.06,9318,100203,61.19,12.59,86,40.9389,112,53.3169,1,11,0.7,-1.3,3.926,0.682315,0.888615,12,19,6,41,43,380000
2019-12-19 06:41:48.72,9319,100204,51.69,12.58,86,40.9394,112,53.3209,1,11,0.7,-1.3,3.317,0.6823234,0.8886817,12,19,6,41,48,40000
2019-12-19 06:41:52.88,9320,100205,19.05,12.59,86,40.9402,112,53.3285,1,11,0.7,-1.5,1.225,0.6823367,0.8888083,12,19,6,41,52,200000
2019-12-19 06:41:56.9,9321,100206,35.94,12.59,86,40.9409,112,53.3332,1,11,0.7,-1.5,2.308,0.6823483,0.8888866,12,19,6,41,56,220000
2019-12-19 06:42:01.03,9322,100207,37.64,12.58,86,40.9415,112,53.335,1,11,0.7,-1.5,2.417,0.6823584,0.8889166,12,19,6,42,0,350000
2019-12-19 06:42:05.1,9323,100208,14.16,12.58,86,40.9423,112,53.3392,1,11,0.7,-1.5,0.911,0.6823717,0.8889866,12,19,6,42,4,420000
2019-12-19 06:42:09.09,9324,100209,23.6,12.59,86,40.943,112,53.3429,1,11,0.7,-1.8,1.516,0.6823834,0.8890483,12,19,6,42,8,410000
2019-12-19 06:42:13.11,9325,100210,22.8,12.59,86,40.9438,112,53.3475,1,11,0.7,-2,1.465,0.6823967,0.889125,12,19,6,42,12,430000
2019-12-19 06:42:16.65,9326,100211,16.37,12.59,86,40.9443,112,53.3513,1,11,0.7,-2.1,1.054,0.682405,0.8891883,12,19,6,42,15,970000
2019-12-19 06:42:20.22,9327,100212,22.91,12.58,86,40.9452,112,53.3581,1,11,0.7,-2.3,1.473,0.68242,0.8893017,12,19,6,42,19,540000
2019-12-19 06:42:24.84,9328,100213,17,12.58,86,40.9461,112,53.3643,1,11,0.7,-2.2,1.094,0.682435,0.889405,12,19,6,42,24,150000
2019-12-19 06:42:28.92,9329,100214,20.36,12.58,86,40.947,112,53.3744,1,11,0.7,-2.2,1.309,0.68245,0.8895734,12,19,6,42,28,240000
2019-12-19 06:42:33.1,9330,100215,33.78,12.59,86,40.9479,112,53.3813,1,11,0.7,-2.2,2.169,0.682465,0.8896884,12,19,6,42,32,410000
2019-12-19 06:42:37.25,9331,100216,24.17,12.58,86,40.9487,112,53.3894,1,11,0.7,-2.2,1.553,0.6824783,0.8898233,12,19,6,42,36,570000
2019-12-19 06:42:41.08,9332,100217,21.27,12.58,86,40.9496,112,53.3956,1,11,0.7,-2.1,1.367,0.6824934,0.8899266,12,19,6,42,40,400000
2019-12-19 06:42:45.09,9333,100218,26.61,12.58,86,40.9506,112,53.4014,1,11,0.8,-2,1.71,0.68251,0.8900234,12,19,6,42,44,410000
2019-12-19 06:42:49.03,9334,100219,17.85,12.58,86,40.9515,112,53.4107,1,11,0.7,-2,1.148,0.682525,0.8901784,12,19,6,42,48,350000
2019-12-19 06:42:52.77,9335,100220,16.89,12.58,86,40.9521,112,53.4164,1,11,0.7,-2,1.086,0.682535,0.8902734,12,19,6,42,52,90000
2019-12-19 06:42:57.02,9336,100221,15.86,12.58,86,40.9532,112,53.4304,1,11,0.7,-1.8,1.021,0.6825534,0.8905067,12,19,6,42,56,340000
2019-12-19 06:43:01.08,9337,100222,14.73,12.58,86,40.9542,112,53.4374,1,11,0.8,-1.7,0.948,0.6825701,0.8906234,12,19,6,43,0,400000
2019-12-19 06:43:05.51,9338,100223,18.25,12.58,86,40.955,112,53.4422,1,11,0.8,-1.5,1.174,0.6825834,0.8907034,12,19,6,43,4,830000
2019-12-19 06:43:09.29,9339,100224,24.73,12.58,86,40.9558,112,53.4483,1,11,0.7,-1.3,1.589,0.6825966,0.890805,12,19,6,43,8,610000
2019-12-19 06:43:13.59,9340,100225,21.83,12.58,86,40.9567,112,53.4559,1,11,0.7,-1.3,1.403,0.6826117,0.8909317,12,19,6,43,12,910000
2019-12-19 06:43:18.1,9341,100226,17.34,12.59,86,40.9577,112,53.4625,1,11,0.7,-1.1,1.115,0.6826283,0.8910417,12,19,6,43,17,420000
2019-12-19 06:43:22.21,9342,100227,13.59,12.58,86,40.9584,112,53.4669,1,11,0.7,-1,0.875,0.68264,0.891115,12,19,6,43,21,530000
2019-12-19 06:43:26.88,9343,100228,40.49,12.58,86,40.9592,112,53.4723,1,11,0.8,-0.8,2.599,0.6826534,0.891205,12,19,6,43,26,190000
2019-12-19 06:43:34.14,9344,100229,12.56,12.57,86,40.9605,112,53.4801,1,11,0.8,-1.1,0.809,0.682675,0.891335,12,19,6,43,33,460000
2019-12-19 06:43:39.09,9345,100230,45.78,12.57,86,40.961,112,53.4735,1,11,0.8,-0.4,2.938,0.6826833,0.891225,12,19,6,43,38,410000
2019-12-19 06:43:48.59,9346,100231,50.78,12.57,86,40.9614,112,53.4587,1,11,0.7,-0.2,3.259,0.68269,0.8909782,12,19,6,43,47,910000
2019-12-19 06:43:53.01,9347,100232,45.61,12.58,86,40.9616,112,53.4418,1,11,0.7,0,2.927,0.6826934,0.8906966,12,19,6,43,52,330000
2019-12-19 06:43:57.37,9348,100233,52.37,12.57,86,40.962,112,53.4278,1,11,0.7,0,3.361,0.6827,0.8904633,12,19,6,43,56,690000
2019-12-19 06:44:04.81,9349,100234,13.02,12.58,86,40.9626,112,53.4047,1,11,0.7,0.9,0.838,0.68271,0.8900784,12,19,6,44,4,130000
2019-12-19 06:44:09.08,9350,100235,23.88,12.57,86,40.9627,112,53.3928,1,11,0.7,0.8,1.535,0.6827117,0.88988,12,19,6,44,8,400000
2019-12-19 06:44:13.45,9351,100236,25.47,12.57,86,40.9631,112,53.3755,1,11,0.7,0.7,1.637,0.6827183,0.8895916,12,19,6,44,12,770000
2019-12-19 06:44:17.45,9352,100237,26.21,12.58,86,40.9635,112,53.3608,1,11,0.7,0.8,1.684,0.682725,0.8893467,12,19,6,44,16,770000
2019-12-19 06:44:23.64,9353,100238,20.3,12.57,86,40.9638,112,53.3483,1,11,0.7,0.7,1.305,0.6827299,0.8891383,12,19,6,44,22,960000
2019-12-19 06:44:27.82,9354,100239,18.14,12.57,86,40.9642,112,53.3295,1,11,0.7,0.4,1.167,0.6827366,0.888825,12,19,6,44,27,140000
2019-12-19 06:44:31.95,9355,100240,17.06,12.57,86,40.9646,112,53.3073,1,11,0.7,0.5,1.097,0.6827433,0.888455,12,19,6,44,31,260000
2019-12-19 06:44:35.84,9356,100241,17.85,12.57,86,40.965,112,53.2954,1,11,0.7,0.3,1.148,0.68275,0.8882566,12,19,6,44,35,160000
2019-12-19 06:44:40.14,9357,100242,20.41,12.57,86,40.9656,112,53.2728,1,11,0.7,0.1,1.312,0.68276,0.88788,12,19,6,44,39,460000
2019-12-19 06:44:46.92,9358,100243,45.32,12.57,86,40.9658,112,53.2553,1,11,0.7,-1.1,2.909,0.6827634,0.8875883,12,19,6,44,46,240000
